UUID,timeSlot,totalKeys,sharing,consumption,remainder,
9b2a937d07e947b61be19182355ed578,0,0.000000,0.000000,0.009901,0.0,
d3c2e419c7e621cd38376d98ee5e0e3b,0,1.000000,0.000000,0.013333,0.0,
29cdfb8eacbd58e0e958b5d1396de86f,1,0.000000,0.000000,0.008850,0.0,
9b2a937d07e947b61be19182355ed578,1,0.000000,0.000000,0.009901,0.0,
d3c2e419c7e621cd38376d98ee5e0e3b,1,1.000000,0.000000,0.013333,0.0,
29cdfb8eacbd58e0e958b5d1396de86f,2,0.000000,0.000000,0.008850,0.0,
9b2a937d07e947b61be19182355ed578,2,0.000000,0.000000,0.009901,0.0,
d3c2e419c7e621cd38376d98ee5e0e3b,2,0.250000,0.750000,0.052632,0.0,
29cdfb8eacbd58e0e958b5d1396de86f,3,0.500000,0.000000,0.034483,2147483647,
9b2a937d07e947b61be19182355ed578,3,0.250000,0.000000,0.032258,1073741823,
d3c2e419c7e621cd38376d98ee5e0e3b,3,0.250000,0.000000,0.005376,0.0,
29cdfb8eacbd58e0e958b5d1396de86f,4,0.250000,0.250000,0.076923,1073741823,
9b2a937d07e947b61be19182355ed578,4,0.125000,0.125000,0.040000,536870911,
d3c2e419c7e621cd38376d98ee5e0e3b,4,0.125000,0.125000,0.142857,0.0,
29cdfb8eacbd58e0e958b5d1396de86f,5,0.500000,0.000000,0.012195,2147483645,
9b2a937d07e947b61be19182355ed578,5,0.375000,0.000000,0.016949,1610612734,
d3c2e419c7e621cd38376d98ee5e0e3b,5,0.125000,0.000000,0.035714,0.0,
29cdfb8eacbd58e0e958b5d1396de86f,6,0.500000,0.000000,0.017241,2147483645,
9b2a937d07e947b61be19182355ed578,6,0.375000,0.000000,0.034483,1610612734,
d3c2e419c7e621cd38376d98ee5e0e3b,6,0.125000,0.000000,1.000000,0.0,
29cdfb8eacbd58e0e958b5d1396de86f,7,0.500000,0.000000,0.011628,2147483645,
9b2a937d07e947b61be19182355ed578,7,0.375000,0.000000,0.022222,1610612734,
d3c2e419c7e621cd38376d98ee5e0e3b,7,0.125000,0.000000,0.005181,0.0,
29cdfb8eacbd58e0e958b5d1396de86f,8,0.500000,0.000000,0.015152,2147483645,
9b2a937d07e947b61be19182355ed578,8,0.375000,0.000000,0.076923,1610612734,
d3c2e419c7e621cd38376d98ee5e0e3b,8,0.125000,0.000000,0.013158,0.0,
29cdfb8eacbd58e0e958b5d1396de86f,9,0.500000,0.000000,0.142857,2147483645,
9b2a937d07e947b61be19182355ed578,9,0.375000,0.000000,0.019231,1610612734,
d3c2e419c7e621cd38376d98ee5e0e3b,9,0.125000,0.000000,0.014493,0.0,
29cdfb8eacbd58e0e958b5d1396de86f,10,0.500000,0.000000,0.003155,2147483645,
9b2a937d07e947b61be19182355ed578,10,0.375000,0.000000,0.010526,1610612734,
d3c2e419c7e621cd38376d98ee5e0e3b,10,0.125000,0.000000,0.013333,0.0,
29cdfb8eacbd58e0e958b5d1396de86f,11,0.500000,0.000000,0.071429,2147483645,
9b2a937d07e947b61be19182355ed578,11,0.375000,0.000000,0.111111,1610612734,
d3c2e419c7e621cd38376d98ee5e0e3b,11,0.125000,0.000000,0.031250,0.0,
29cdfb8eacbd58e0e958b5d1396de86f,12,0.317383,0.182617,0.013333,1363148790,
9b2a937d07e947b61be19182355ed578,12,0.283203,0.091797,0.006897,1216348154,
d3c2e419c7e621cd38376d98ee5e0e3b,12,0.125000,0.000000,0.011236,0.0,
29cdfb8eacbd58e0e958b5d1396de86f,13,0.317383,0.000000,0.010526,1363148790,
9b2a937d07e947b61be19182355ed578,13,0.283203,0.000000,0.005076,1216348154,
d3c2e419c7e621cd38376d98ee5e0e3b,13,0.399414,0.000000,0.200000,1715470323,
29cdfb8eacbd58e0e958b5d1396de86f,14,0.230469,0.086914,0.125000,989855731,
9b2a937d07e947b61be19182355ed578,14,0.239258,0.043945,0.020833,1027604465,
d3c2e419c7e621cd38376d98ee5e0e3b,14,0.399414,0.000000,0.166667,1715470323,
29cdfb8eacbd58e0e958b5d1396de86f,15,0.230469,0.000000,0.010638,989855731,
9b2a937d07e947b61be19182355ed578,15,0.239258,0.000000,0.166667,1027604465,
d3c2e419c7e621cd38376d98ee5e0e3b,15,0.530273,0.000000,0.333333,2277507051,
29cdfb8eacbd58e0e958b5d1396de86f,16,0.178711,0.051758,0.025641,767557616,
9b2a937d07e947b61be19182355ed578,16,0.190430,0.048828,0.011111,817889266,
d3c2e419c7e621cd38376d98ee5e0e3b,16,0.530273,0.000000,0.030303,2277507050,
29cdfb8eacbd58e0e958b5d1396de86f,17,0.178711,0.000000,0.047619,767557616,
9b2a937d07e947b61be19182355ed578,17,0.190430,0.000000,0.012346,817889266,
d3c2e419c7e621cd38376d98ee5e0e3b,17,0.630859,0.000000,0.041667,2709520355,
29cdfb8eacbd58e0e958b5d1396de86f,18,0.149414,0.029297,0.008065,641728496,
9b2a937d07e947b61be19182355ed578,18,0.153320,0.037109,0.016393,658505715,
d3c2e419c7e621cd38376d98ee5e0e3b,18,0.630859,0.000000,0.055556,2709520355,
29cdfb8eacbd58e0e958b5d1396de86f,19,0.149414,0.000000,0.024390,641728496,
9b2a937d07e947b61be19182355ed578,19,0.153320,0.000000,0.026316,658505715,
d3c2e419c7e621cd38376d98ee5e0e3b,19,0.697266,0.000000,0.055556,2994733020,
29cdfb8eacbd58e0e958b5d1396de86f,20,0.149414,0.000000,0.050000,641728496,
9b2a937d07e947b61be19182355ed578,20,0.153320,0.000000,0.016129,658505715,
d3c2e419c7e621cd38376d98ee5e0e3b,20,0.697266,0.000000,0.020833,2994733020,
29cdfb8eacbd58e0e958b5d1396de86f,21,0.149414,0.000000,0.020833,641728496,
9b2a937d07e947b61be19182355ed578,21,0.153320,0.000000,0.017544,658505715,
d3c2e419c7e621cd38376d98ee5e0e3b,21,0.697266,0.000000,0.003774,2994733020,
29cdfb8eacbd58e0e958b5d1396de86f,22,0.123047,0.026367,0.142857,528482290,
9b2a937d07e947b61be19182355ed578,22,0.124023,0.029297,0.012821,532676596,
d3c2e419c7e621cd38376d98ee5e0e3b,22,0.697266,0.000000,0.025641,2994733020,
29cdfb8eacbd58e0e958b5d1396de86f,23,0.123047,0.000000,0.015152,528482290,
9b2a937d07e947b61be19182355ed578,23,0.124023,0.000000,0.090909,532676596,
d3c2e419c7e621cd38376d98ee5e0e3b,23,0.752930,0.000000,0.025000,3233808339,
29cdfb8eacbd58e0e958b5d1396de86f,24,0.111328,0.011719,0.016129,478150642,
9b2a937d07e947b61be19182355ed578,24,0.110352,0.013672,0.010204,473956338,
d3c2e419c7e621cd38376d98ee5e0e3b,24,0.752930,0.000000,0.015152,3233808339,
29cdfb8eacbd58e0e958b5d1396de86f,25,0.111328,0.000000,0.004630,478150642,
9b2a937d07e947b61be19182355ed578,25,0.110352,0.000000,0.007519,473956338,
d3c2e419c7e621cd38376d98ee5e0e3b,25,0.778320,0.000000,0.090909,3342860238,
29cdfb8eacbd58e0e958b5d1396de86f,26,0.111328,0.000000,0.016129,478150642,
9b2a937d07e947b61be19182355ed578,26,0.110352,0.000000,0.111111,473956338,
d3c2e419c7e621cd38376d98ee5e0e3b,26,0.778320,0.000000,0.024390,3342860238,
29cdfb8eacbd58e0e958b5d1396de86f,27,0.111328,0.000000,0.023256,478150642,
9b2a937d07e947b61be19182355ed578,27,0.110352,0.000000,0.010753,473956338,
d3c2e419c7e621cd38376d98ee5e0e3b,27,0.778320,0.000000,0.500000,3342860238,
29cdfb8eacbd58e0e958b5d1396de86f,28,0.111328,0.000000,0.012987,478150642,
9b2a937d07e947b61be19182355ed578,28,0.110352,0.000000,0.011364,473956338,
d3c2e419c7e621cd38376d98ee5e0e3b,28,0.778320,0.000000,0.015152,3342860238,
29cdfb8eacbd58e0e958b5d1396de86f,29,0.111328,0.000000,0.009174,478150642,
9b2a937d07e947b61be19182355ed578,29,0.110352,0.000000,0.033333,473956338,
d3c2e419c7e621cd38376d98ee5e0e3b,29,0.778320,0.000000,0.008403,3342860238,
29cdfb8eacbd58e0e958b5d1396de86f,30,0.111328,0.031250,0.045455,478150630,
9b2a937d07e947b61be19182355ed578,30,0.110352,0.031250,0.009901,473956326,
d3c2e419c7e621cd38376d98ee5e0e3b,30,0.778320,0.000000,0.005405,3342860238,
29cdfb8eacbd58e0e958b5d1396de86f,31,0.111328,0.000000,0.028571,478150629,
9b2a937d07e947b61be19182355ed578,31,0.110352,0.000000,0.045455,473956326,
d3c2e419c7e621cd38376d98ee5e0e3b,31,0.778320,0.000000,0.014286,3342860262,
29cdfb8eacbd58e0e958b5d1396de86f,32,0.111328,0.000000,0.011765,478150629,
9b2a937d07e947b61be19182355ed578,32,0.110352,0.000000,0.020408,473956325,
d3c2e419c7e621cd38376d98ee5e0e3b,32,0.778320,0.000000,0.016949,3342860262,
29cdfb8eacbd58e0e958b5d1396de86f,33,0.111328,0.000000,0.011111,478150629,
9b2a937d07e947b61be19182355ed578,33,0.110352,0.000000,0.200000,473956325,
d3c2e419c7e621cd38376d98ee5e0e3b,33,0.778320,0.000000,0.009615,3342860262,
29cdfb8eacbd58e0e958b5d1396de86f,34,0.111328,0.015625,0.011905,478150617,
9b2a937d07e947b61be19182355ed578,34,0.110352,0.015625,0.045455,473956313,
d3c2e419c7e621cd38376d98ee5e0e3b,34,0.778320,0.000000,0.055556,3342860262,
29cdfb8eacbd58e0e958b5d1396de86f,35,0.111328,0.000000,0.017857,478150617,
9b2a937d07e947b61be19182355ed578,35,0.110352,0.000000,0.018519,473956313,
d3c2e419c7e621cd38376d98ee5e0e3b,35,0.778320,0.000000,0.040000,3342860285,
29cdfb8eacbd58e0e958b5d1396de86f,36,0.111328,0.000000,0.032258,478150617,
9b2a937d07e947b61be19182355ed578,36,0.110352,0.000000,0.019608,473956313,
d3c2e419c7e621cd38376d98ee5e0e3b,36,0.486328,0.291992,0.022727,2088763391,
29cdfb8eacbd58e0e958b5d1396de86f,37,0.111328,0.000000,0.027778,478150617,
9b2a937d07e947b61be19182355ed578,37,0.402344,0.000000,0.038462,1728053202,
d3c2e419c7e621cd38376d98ee5e0e3b,37,0.486328,0.000000,0.018182,2088763391,
29cdfb8eacbd58e0e958b5d1396de86f,38,0.111328,0.015625,0.006944,478150605,
9b2a937d07e947b61be19182355ed578,38,0.289062,0.175781,0.012987,1241513960,
d3c2e419c7e621cd38376d98ee5e0e3b,38,0.350586,0.135742,0.333333,1505755138,
29cdfb8eacbd58e0e958b5d1396de86f,39,0.224609,0.000000,0.041667,964689828,
9b2a937d07e947b61be19182355ed578,39,0.424805,0.000000,0.062500,1824522201,
d3c2e419c7e621cd38376d98ee5e0e3b,39,0.350586,0.000000,0.008197,1505755162,
29cdfb8eacbd58e0e958b5d1396de86f,40,0.224609,0.000000,0.005714,964689828,
9b2a937d07e947b61be19182355ed578,40,0.270508,0.154297,0.027027,1161822174,
